,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率Tariff rate,単位Unit,単位Unit,他法令Law
55,,319.0,－ その他のもの,,,23.8%＋679円/kg,,,,,,,,,,,,,,,,,,23.8%＋679円/kg,,,,KG,FD
56,,,B その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,321.0,(a)砂糖を加えたもの,28%,,23.8%,,無税,,,,,,,,23.8%,,19%,,,,19%,,14.8%,14.9%,,,KG,FD
58,,322.0,(b)その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,17%,,,,17%,,15.4%,18.4%,,,KG,FD
59,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,A 砂糖を加えたもの,35%,,29.8%,,無税,,,,,,,,,,,,,,,,,,,,,
61,,212.0,－ チューインガムその他の砂糖菓子及びしよ糖の含有量が全重量の50％以上のもの,,※1%,,,,,,,,,,,※1%,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　※1%,※1%,,,KG,SPFD
62,,,－ その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,213.0,－－ 各成分のうち砂糖の重量が最大のもの,,,,,,,,,,,,,29.8%,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　29.8%,21.7%,,,KG,FD
64,,219.0,－－ その他のもの,,,,,,,,,,,,,29.8%,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　29.8%,21.7%,,,KG,FD
65,,220.0,B その他のもの,25%,,21.3%,12.5%,無税,,,,,,,,,,17%,,,,17%,,15.4%,15.5%,,,KG,FD
0,19.01,,麦芽エキス並びに穀粉、ひき割り穀物、ミール、でん粉又は麦芽エキスの調製食料品（ココアを含有するものにあつては完全に脱脂したココアとして計算したココアの含有量が全重量の40％未満のものに限るものとし、他の項に該当するものを除く。）及び第04.01項から第04.04項までの物品の調製食料品（ココアを含有するものにあつては完全に脱脂したココアとして計算したココアの含有量が全重量の5％未満のものに限るものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1901.1,,乳幼児用の調製品（小売用にしたものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,1 第04.01項から第04.04項までの物品の調製食料品（ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,(1)乳脂肪分が全重量の30％以下のもの,28%＋799円/kg,,,,無税,,,,,,,,,,,,,,,,,,,,,
4,,111.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,12.5%,18.8%,,,KG,FMFD
5,,119.0,－ その他のもの,,,23.8%＋679円/kg,,,,,,,,,,,,,,,,,,23.8%＋679円/kg,,,,KG,FMFD
6,,,(2)その他のもの,"28%＋1,363円/kg",,,,無税,,,,,,,,,,,,,,,,,,,,,
7,,121.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,12.5%,18.8%,,,KG,FMFD
8,,129.0,－ その他のもの,,,"23.8%＋1,159円/kg",,,,,,,,,,,,,,,,,,"23.8%＋1,159円/kg",,,,KG,FMFD
9,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,(1)第04.01項から第04.04項までの物品の調製食料品,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,211.0,A 砂糖を加えたもの,28%,,23.8%,,無税,,,,,,,,23.8%,,,,,,,,17.3%,20.6%,,,KG,FMFD
12,,219.0,B その他のもの,25%,,21.3%,,無税,2.7%,,1.3%,,2.7%,4%,4%,6.7%,4%,,5.3%,,,12%,14.6%,15.4%,15.5%,,,KG,FMFD
13,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,221.0,A 砂糖を加えたもの,24%,,(24%),,無税,,,,,,,,,,,,,,,,17.4%,20.7%,,,KG,FMFD
15,,229.0,B その他のもの,16%,,13.6%,,無税,,,,,,,,,,,,,,,,9.8%,11.7%,,,KG,FMFD
16,1901.2,,第19.05項のベーカリー製品製造用の混合物及び練り生地,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,1 穀粉、ミール又はでん粉の調製食料品（米、小麦、ライ小麦、大麦若しくは裸麦の粉、ひき割りしたもの、ミール若しくはペレット又はでん粉の一以上を含有するもので、これらの物品の含有量の合計が全重量の85％を超えるものに限るものとし、ケーキミックス及び乳幼児用又は食餌療法用のものを除く。）、米菓生地（乳幼児用又は食餌療法用のものを除く。）及び第04.01項から第04.04項までの物品の調製食料品（ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,(1)第04.01項から第04.04項までの物品の調製食料品（ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,A 乳脂肪分が全重量の30％以下のもの,28%＋799円/kg,,,,無税,,,,,,,,,,,,,,,,,,,,,
20,,111.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,15.6%,18.8%,,,KG,FMFD
21,,112.0,－ その他のもの,,,23.8%＋679円/kg,,,,,,,,,,,,,,,,,,23.8%＋679円/kg,,,,KG,FMFD
22,,,B その他のもの,"28%＋1,363円/kg",,,,無税,,,,,,,,,,,,,,,,,,,,,
23,,116.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,15.6%,23.8%,,,KG,FMFD
24,,117.0,－ その他のもの,,,"23.8%＋1,159円/kg",,,,,,,,,,,,,,,,,,"23.8%＋1,159円/kg",,,,KG,FMFD
25,,,(2)米、小麦、ライ小麦、大麦若しくは裸麦の粉、ひき割りしたもの、ミール若しくはペレット又はでん粉の一以上を含有する調製食料品で、これらの物品の含有量の合計が全重量の85％を超えるもの（ケーキミックス及び乳幼児用又は食餌療法用のものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,A 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、米産品が最大の重量を占めるもの,(442円/kg),,,,,,,,,,,,,,,,,,,,,,,,,
27,,122.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの（オーストラリアに対する待遇）　無税,,,,KG,FMFD
28,,128.0,－ その他のもの,,54円/kg,*(375円/kg),,,,,,,,,,,,,,,,,,54円/kg,,,,KG,FMFD
29,,,B 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、小麦産品（ライ小麦産品を含む。）が最大の重量を占めるもの,(106円/kg),,,,無税,,,,,,,,,,,,,,,,,,,,,
30,,131.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの　無税,世界貿易機関設立協定の日本国の譲許表における関税割当て以外のもの　無税,,,KG,FMFD
31,,139.0,－ その他のもの,,27.40円/kg,*(90円/kg),,,,,,,,,,,,,,,,,,27.40円/kg,,,,KG,FMFD
32,,,C 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、大麦産品（裸麦産品を含む。）が最大の重量を占めるもの,(98円/kg),,,,無税,,,,,,,,,,,,,,,,,,,,,
33,,141.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの　無税,世界貿易機関設立協定の日本国の譲許表における関税割当て以外のもの　無税,,,KG,FMFD
34,,149.0,－ その他のもの,,31円/kg,*(83円/kg),,,,,,,,,,,,,,,,,,31円/kg,,,,KG,FMFD
35,,,D 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、でん粉が最大の重量を占めるもの,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,(a)小麦でん粉を含有するもの,(158円/kg),,,,無税,,,,,,,,,,,,,,,,,,,,,
37,,151.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの　無税,世界貿易機関設立協定の日本国の譲許表における関税割当て以外のもの　無税,,,KG,FMFD
38,,152.0,－ その他のもの,,34.40円/kg,*(134円/kg),,,,,,,,,,,,,,,,,,34.40円/kg,,,,KG,FMFD
39,,,(b)その他のもの,140円/kg,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,－ でん粉等に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,156.0,－－ 砂糖を加えたもの,,25%,(25%),,,,,,,,,,,,,,,,,,25%,,,,KG,FMFD
42,,157.0,－－ その他のもの,,16%,(16%),,,,,,,,,,,,,,,,,,16%,,,,KG,FMFD
43,,159.0,－ その他のもの,,,119円/kg,,,,,,,,,,,,,,,,,,16%～25%又は119円/kg ◆2,砂糖を加えたものであって、関税割当数量以内のもの　25% その他のものであって、関税割当数量以内のもの　16%,,,KG,FMFD
44,,,(3)米菓生地（乳幼児用又は食餌療法用のものを除く。）,(442円/kg),,,,,,,,,,,,,,,,,,,,,,,,,
45,,162.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの（オーストラリアに対する待遇）　無税,,,,KG,FMFD
46,,168.0,－ その他のもの,,54円/kg,*(375円/kg),,,,,,,,,,,,,,,,,,54円/kg,,,,KG,FMFD
47,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,(1)第04.01項から第04.04項までの物品の調製食料品,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,211.0,A 砂糖を加えたもの,28%,,23.8%,,無税,,,,,,,,23.8%,,,,,,,,無税,無税,,,KG,FMFD
50,,219.0,B その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,15.4%,15.5%,,,KG,FMFD
51,,,(2)ケーキミックス,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,222.0,A 砂糖を加えたもの,28%,,23.8%,,無税,,,,,,,,,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　23.8%,関税割当数量以内のもの　無税,関税割当数量以内のもの　無税 関税割当数量以外のもの　23.8%,,KG,FMFD
53,,,B その他のもの,,,12%,,,,,,,,,,,,,,,,,,,,,,,
54,,223.0,(a)小売用の容器入りにしたもの（容器ともの1個の重量が500グラム以下のものに限る。）,16%,,,,無税,,,,,,,,,,,,,,,,8%,8%,8%,,KG,FMFD
55,,224.0,(b)その他のもの,20%,,,,無税,,,,,,,,,,,,,,,,8%,8%,8%,,KG,FMFD
56,,,(3)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,A 砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,(a)しよ糖の含有量が全重量の15％以下のもの,24%,,(24%),,無税,,,,,,,,,,,,,,,,,,,,,
59,,231.0,－ 米粉調製品,,,,,,,,,,,,,,,,,,,,,22.8%,,,,KG,FMFD
60,,232.0,－ 小麦粉調製品,,,,,,,,,,,,,,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　24%,関税割当数量以内のもの　無税,関税割当数量以内のもの　無税 関税割当数量以外のもの　24%,,KG,FMFD
61,,233.0,－ その他のもの,,,,,,,,,,,,,,,,,,,,,17.4%,17.5%,,,KG,FMFD
62,,,(b)その他のもの,28%,,23.8%,,無税,,,,,,,,,,,,,,,,,,,,,
63,,234.0,－ 米粉調製品,,,,,,,,,,,,,,,,,,,,,22.6%,,,,KG,FMFD
64,,235.0,－ 小麦粉調製品,,,,,,,,,,,,,,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　23.8%,関税割当数量以内のもの　無税,関税割当数量以内のもの　無税 関税割当数量以外のもの　23.8%,,KG,FMFD
65,,239.0,－ その他のもの,,,,,,,,,,,,,,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　23.8%,関税割当数量以内のもの　無税,,,KG,FMFD
66,,,B その他のもの,16%,,,,無税,,,,,,,,,,,,,,,,,,,,,
67,,241.0,－ 小売用の容器入りにしたもの（容器ともの1個の重量が500グラム以下のものに限る。）,,,13.6%,,,,,,,,,,,,,,,,,,9.8%,9.9%,,,KG,FMFD
68,,,－ その他のもの,,,(16%),,,,,,,,,,,,,,,,,,,,,,,
69,,242.0,－－ 米粉調製品,,,,,,,,,,,,,,,,,,,,,15.2%,,,,KG,FMFD
70,,243.0,－－ 小麦粉調製品,,,,,,,,,,,,,,,,,,,,,関税割当数量以内のもの　無税 関税割当数量以外のもの　16%,関税割当数量以内のもの　無税,関税割当数量以内のもの　無税 関税割当数量以外のもの　16%,,KG,FMFD
71,,249.0,－－ その他のもの,,,,,,,,,,,,,,,,,,,,,11.6%,11.6%,,,KG,FMFD
72,1901.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,1 穀粉、ミール又はでん粉の調製食料品（米、小麦、ライ小麦、大麦若しくは裸麦の粉、ひき割りしたもの、ミール若しくはペレット又はでん粉の一以上を含有するもので、これらの物品の含有量の合計が全重量の85％を超えるものに限るものとし、ケーキミックス及び乳幼児用又は食餌療法用のものを除く。）、第04.01項から第04.04項までの物品の調製食料品（ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のものに限るものとし、加圧容器入りにしたホイップドクリームを除く。）及び餅、だんごその他これらに類する米産品（乳幼児用又は食餌療法用のものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,(1)第04.01項から第04.04項までの物品の調製食料品（ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のものに限るものとし、加圧容器入りにしたホイップドクリームを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,A 乳脂肪分が全重量の30％以下のもの,35%＋799円/kg,,,,無税,,,,,,,,,,,,,,,,,,,,,
76,,131.0,－ その他の乳製品に係る共通の限度数量以内のもの,,21%,(21%),,,,,,,,,,,,,,,,,,13.1%,13.1%,,,KG,FMFD
77,,132.0,－ その他のもの,,,29.8%＋679円/kg,,,,,,,,,,,,,,,,,,29.8%＋679円/kg,,,,KG,FMFD
78,,,B その他のもの,"35%＋1,363円/kg",,,,無税,,,,,,,,,,,,,,,,,,,,,
79,,136.0,－ その他の乳製品に係る共通の限度数量以内のもの,,21%,(21%),,,,,,,,,,,,,,,,,,13.1%,13.1%,,,KG,FMFD
80,,137.0,－ その他のもの,,,"29.8%＋1,159円/kg",,,,,,,,,,,,,,,,,,"29.8%＋1,159円/kg",,,,KG,FMFD
81,,,(2)米、小麦、ライ小麦、大麦若しくは裸麦の粉、ひき割りしたもの、ミール若しくはペレット又はでん粉の一以上を含有する調製食料品で、これらの物品の含有量の合計が全重量の85％を超えるもの（ケーキミックス及び乳幼児用又は食餌療法用のものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,A 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、米産品が最大の重量を占めるもの,(442円/kg),,,,,,,,,,,,,,,,,,,,,,,,,
83,,142.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの（オーストラリアに対する待遇）　無税,,,,KG,FMFD
84,,148.0,－ その他のもの,,54円/kg,*(375円/kg),,,,,,,,,,,,,,,,,,54円/kg,,,,KG,FMFD
85,,,B 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、小麦産品（ライ小麦産品を含む。）が最大の重量を占めるもの,(106円/kg),,,,無税,,,,,,,,,,,,,,,,,,,,,
86,,151.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの　無税,世界貿易機関設立協定の日本国の譲許表における関税割当て以外のもの　無税,,,KG,FMFD
87,,159.0,－ その他のもの,,27.40円/kg,*(90円/kg),,,,,,,,,,,,,,,,,,27.40円/kg,,,,KG,FMFD
88,,,C 米産品、小麦産品（ライ小麦産品を含む。）、大麦産品（裸麦産品を含む。）及びでん粉のうち、大麦産品（裸麦産品を含む。）が最大の重量を占めるもの,(98円/kg),,,,無税,,,,,,,,,,,,,,,,,,,,,
89,,161.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,,世界貿易機関設立協定の日本国の譲許表における関税割当て　25% その他のもの　無税,世界貿易機関設立協定の日本国の譲許表における関税割当て以外のもの　無税,,,KG,FMFD
