,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA)
75,,20.0,2 その他のもの,8.4%,,(8.4%),,無税,1.1%,無税,無税,1.1%,無税,2.1%,2.1%,2.1%,無税,1.4%,3.2%,6.1%,5.3%,,KG,,
76,2104.2,0.0,均質混合調製食料品,12.8%,,12%,6%,無税,4.4%,,1.6%,2.2%,無税,2.7%,5.5%,5.5%,2.7%,6.5%,3.3%,4.4%,4.4%,,KG,,
77,21.05,,,,,,,,,,,,,,,,,,,,,,,,
78,2105.0,,アイスクリームその他の氷菓（ココアを含有するかしないかを問わない。）,,,,,,,,,,,,,,,,,,,,,,
79,,,1 砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
80,,,(1)しよ糖の含有量が全重量の50％未満のもの,28%,,,,無税,,,,,,,,,,,,,,,,,
81,,,－ 各成分のうち砂糖の重量が最大のもの,,,,,,,,,,,,,,,,,,,,,,
82,,111.0,－－ アイスクリーム,,,21%,,,,,,,,,,21%,附属書1第2部第1節注釈28に定める関税割当数量以内のもの 14.7%,,,,,,KG,,
83,,112.0,－－ その他のもの,,,(28%),,,,,,,,,,28%,,,,,,,KG,,
84,,,－ その他のもの,,,,,,,,,,,,,,,,,,,,,,
85,,113.0,－－ アイスクリーム,,,21%,,,,,,,,,,21%,附属書1第2部第1節注釈28に定める関税割当数量以内のもの 14.7%,,,,,,KG,,
86,,119.0,－－ その他のもの,,,23.8%,,,,,,,,,,23.8%,,,,,,,KG,,
87,,,(2)その他のもの,35%,,,,無税,,,,,,,,29.8%,,,,,,,,,
88,,191.0,－ アイスクリーム,,,29.8%,,,,,,,,,,,附属書1第2部第1節注釈28に定める関税割当数量以内のもの 20.9%,,,,,,KG,,
89,,199.0,－ その他のもの,,,29.8%,,,,,,,,,,,,,,,,,KG,,
90,,,2 その他のもの,25%,,,,無税,,,,,,,,21.3%,,,,,,,,,
91,,210.0,－ アイスクリーム,,,21.3%,,,,,,,,,,,,,,,,,KG,,
92,,290.0,－ その他のもの,,,21.3%,,,,,,,,,,,,,,,,,KG,,
93,21.06,,調製食料品（他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
94,2106.1,,たんぱく質濃縮物及び繊維状にしたたんぱく質系物質,,,,,,,,,,,,,,,,,,,,,,
95,,,1 ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上の調製品（たんぱく質の含有量が全重量の80％以上でその成分中植物性たんぱくの重量が最大のたんぱく質濃縮物のうち、小売用の容器入りにしたもので1個の正味重量が500グラム未満のものを除く。）,"35%＋1,359円/kg",,,,無税,,,,,,,,,,,,,,,,,
96,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
97,,120.0,－－ 植物性たんぱくの調製品,,12.5%,(12.5%),,,,,,,,,,,,,,,,,KG,,
98,,130.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,KG,,
99,,140.0,－ その他のもの,,,"29.8%＋1,155円/kg",,,,,,,,,,,,,,,,,KG,,
100,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
101,,,(1)砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
102,,211.0,A しよ糖の含有量が全重量の50％未満のもの,28%,,16.8%,,無税,,,,,,,,16.8%,15.1%,,15.4%,,,,KG,,
103,,219.0,B その他のもの,35%,,21%,,無税,,,,,,,,21%,,,,,,,KG,,
104,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,
105,,,A 植物性たんぱく,12.5%,,,,無税,1.3%,,無税,3.9%,3.9%,4.8.%,4.8%,4.8%,2.7%,,5.8%,7.7%,,,,,
106,,221.0,－ たんぱく質の含有量が全重量の80％以上でその成分中植物性たんぱくの重量が最大のたんぱく質濃縮物のうち、小売用の容器入りにしたもので1個の正味重量が500グラム未満のもの,,,10.6%,,,,,,,,,,,,5.8%,,,8.6%,,KG,,
107,,222.0,－ その他のもの,,,10.6%,,,,,,,,,,,,4.0%,,,7.7%,,KG,,
108,,229.0,B その他のもの,25%,,15%,,無税,5.5%,,4.1%,5.5%,5.5%,6.8.%,6.8%,6.8%,6.8%,8.2%,8.2%,10.9%,10.9%,,KG,,
109,2106.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
110,,,1 ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上の調製品,,,,,,,,,,,,,,,,,,,,,,
111,,,(1)乳脂肪分が全重量の30％以下のもの,35%＋799円/kg,,,,無税,,,,,,,,,,,,,,,,,
112,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
113,,111.0,－－ アルコールを含有しない飲料のもと、ビタミンをもととした栄養補助食品及び植物性たんぱくを加水分解したもの,,12%,(12%),,,,,,,,,,,,,,,,,KG,,
114,,112.0,－－ その他のもの,,21%,(21%),,,,,,,,,,,,,,,,,KG,,
115,,119.0,－ その他のもの,,,29.8%＋679円/kg,,,,,,,,,,,,附属書1付録1第1節　2-(Qf)-(i)に定める関税割当数量以内のもの 21%,,,,,KG,,
116,,,(2)その他のもの,"35%＋1,363円/kg",,,,無税,,,,,,,,,,,,,,,,,
117,,,－ 調製食用脂（第04.05項の物品の含有量が全重量の30％を超え70％以下のものに限る。）,,,,,,,,,,,,,,,,,,,,,,
118,,,"－－ 18,977トンを基準とし、前年度における輸入数量、国際市況その他の条件を勘案して政令で定める数量以内のもの",,,(25%),,,,,,,,,,,,,,,,,,,
119,,121.0,－－－ ニュージーランドを原産地とするもの,,25%,,,,,,,,,,,,,,,,,,KG,,
120,,122.0,－－－ その他のもの,,25%,,,,,,,,,,,,,,,,,,KG,,
121,,123.0,－－ その他のもの,,,"29.8%＋1,159円/kg",,,,,,,,,,,,,,,,,KG,,
122,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
123,,124.0,－－ アルコールを含有しない飲料のもと、ビタミンをもととした栄養補助食品及び植物性たんぱくを加水分解したもの,,12%,(12%),,,,,,,,,,,,,,,,,KG,,
124,,125.0,－－ その他のもの,,21%,(21%),,,,,,,,,,,,,,,,,KG,,
125,,129.0,－ その他のもの,,,"29.8%＋1,159円/kg",,,,,,,,,,,,,,,,,KG,,
126,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
127,,,(1)米、小麦（ライ小麦を含む。）又は大麦（裸麦を含む。）のいずれかの含有量が全重量の30％を超える調製食料品,,,,,,,,,,,,,,,,,,,,,,
128,,,A 米の含有量が全重量の30％を超えるもの,(402円/kg),,,,,,,,,,,,,,,,,,,,,
129,,517.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第30条の規定により輸入するもの、同法第31条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る米穀等として輸入されるもの並びに同法第34条第1項第3号に規定する政令で定める米穀等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,KG,,
130,,518.0,－ その他のもの,,49円/kg,*(341円/kg),,,,,,,,,,,,,,,,,KG,,
131,,,B その他のもの,,,,,,,,,,,,,,,,,,,,,,
132,,,(a)小麦（ライ小麦を含む。）の含有量が全重量の30％を超えるもの,(100円/kg),,,,無税,,,,,,,,,,,,,,,,,
133,,214.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,KG,,
134,,215.0,－ その他のもの,,26.20円/kg,*(85円/kg),,,,,,,,,,,,,,,,,KG,,
135,,,(b)大麦（裸麦を含む。）の含有量が全重量の30％を超えるもの,(75円/kg),,,,無税,,,,,,,,,,,,,,,,,
136,,216.0,－ 政府が主要食糧の需給及び価格の安定に関する法律第42条の規定により輸入するもの、同法第43条の規定による連名による申込みに応じて行う政府の買入れ及び売渡しに係る麦等として輸入されるもの並びに同法第45条第1項第3号に規定する政令で定める麦等のうち政令で定めるところにより農林水産大臣の証明を受けて輸入されるもの,,25%,(25%),,,,,,,,,,,,,,,,,KG,,
137,,219.0,－ その他のもの,,26.60円/kg,*(64円/kg),,,,,,,,,,,,,,,,,KG,,
138,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,
139,,,A 糖水（着色料又は香味料を加えたものに限る。）,35%又は27円/kgのうちいずれか高い税率,,,,,,,,,,,,,,,,,,,,,
140,,221.0,－ 分蜜糖のもの,,24.6%又は13.30円/kgのうちいずれか高い税率,**(52.5%又は49.70円/kgのうちいずれか高い税率),,,,,,,,,,,,,,,,,KG,,
141,,229.0,－ その他のもの,,,29.8%又は23円/kgのうちいずれか高い税率,,無税,,,,,,,,,,,,,,,KG,,
142,,230.0,B チューインガム,5%,,(5%),,無税,,無税,,,,,,5%,,,,,2.5%,,KG,,
143,,240.0,C こんにやく,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,KG,,
144,,,D 飲料製造に使用する種類の調製品でアルコールを含有するもの（アルコール分が0.5％を超えるものに限る。）,,,,,,,,,,,,,,,,,,,,,,
145,,246.0,(a)果汁をもととした調製品（アルコール分が1％未満のものに限る。）,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,16.8%又は12.94円/kgのうちいずれか高い税率,,14.9.%又は11.50円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率 ただしその税率が50%を上回る場合は50%,18.6%又は14.38円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,24.2%又は18.69円/kgのうちいずれか高い税率,24.2%又は18.69円/kgのうちいずれか高い税率,,KG,,
146,,247.0,(b)その他のもの,12.8%,,11%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG,,
147,,,E その他のもの,,,,,,,,,,,,,,,,,,,,,,
148,,,(a)砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
149,,,イ おたねにんじん又はそのエキスを含有する飲料のもと,28%,,,20%,無税,,,,,,,,,,,,,,,,,
150,,251.0,－ 各成分のうち砂糖の重量が最大のもの,,,(28%),,,,,,,,,,28%,,,,,,,KG,,
151,,259.0,－ その他のもの,,,23.8%,,,8.7%,,5.5%,7.3%,7.3%,9.1.%,10.8%,10.8%,9.1%,13.0%,10.9%,14.5%,14.5%,,KG,,
152,,,ロ ビタミンをもととした栄養補助食品,12.5%,,,,無税,4.5%,2.2%,3.4%,4.5%,4.5%,5.7.%,5.7%,5.7%,3.1%,6.8%,6.8%,9.1%,9.1%,,,,
153,,,－ 各成分のうち砂糖の重量が最大のもの,,,,,,,,,,,,,,,,,,,,,,
154,,261.0,－－ 乳糖、乳たんぱく又は乳脂肪を含有するもの,,,(12.5%),,,,,,,,,,,,,,,,,KG,,
155,,262.0,－－ その他のもの,,,(12.5%),,,,,,,,,,,,,,,,,KG,,
156,,269.0,－ その他のもの,,,(12.5%),,,,,,,,,,,,,,,,,KG,,
157,,,ハ その他のもの,,,,,,,,,,,,,,,,,,,,,,
158,,,(ｲ)しよ糖の含有量が全重量の50％未満のもの,28%,,,,,,,,,,,,,,,,,,,,,
159,,,－ 各成分のうち砂糖の重量が最大のもの,,,,,無税,,,,,,,,,,,,,,,,,
160,,271.0,－－ 乳糖、乳たんぱく又は乳脂肪を含有するもの,,,(28%),,,,,,,,,,28%,,,,,,,KG,,
161,,272.0,－－ その他のもの,,,25.5%,,,,,,,,,,25.5%,,,,,,,KG,,
162,,273.0,－ 各成分のうち第1212.21号の物品の重量が最大のもの,,,,,,,,,,,,,,,,,,,,KG,,
163,,279.0,－ その他のもの,,,23.8%,,無税,,,,,,,,23.8%,,,,,,,KG,,
164,,,(ﾛ)その他のもの,,,,,,,,,,,,,,,,,,,,,,
165,,281.0,I 小売用の容器入りにしたもので、容器ともの1個の重量が500グラム以下のもの,30%,,29.8%,,無税,砂糖（重量の50%以上）、ココナッツミルク及び卵をもととして加熱調理したもの 14.9%,,,,,,,29.8%,,,,,,,KG,,
166,,282.0,II しよ糖の含有量が全重量の85％以上のもの（小売用の容器入りにしたもの（容器ともの1個の重量が500グラム以下のものに限る。）、成分に変更を加えることなく小売用の容器入りのもの（容器ともの1個の重量が500グラム以下のものに限る。）にする旨が政令で定める手続により証明されたもの及び課税価格が1キログラムにつき257円を超えるものを除く。）,90円/kg,,76.50円/kg,,無税,,,,,,,,,,,,,,,KG,,
167,,,III その他のもの,,,29.8%,,,,,,,,,,29.8%,,,,,,,,,
168,,,(I)乳糖、乳たんぱく又は乳脂肪を含有するもの,35%,,,,無税,,,,,,,,,,,,,,,,,
169,,283.0,－ 小売用の容器入りにしたもの（容器ともの1個の重量が500グラム以下のものに限る。）,,,,,,,,,,,,,,,,,,,,KG,,
170,,284.0,－ その他のもの,,,,,,,,,,,,,,,,,,,,KG,,
171,,,(II)その他のもの,30%,,,,無税,,,,,,,,,,,,,,,,,
172,,510.0,－ 砂糖を除く各成分のうち、ソルビトールの重量が最大のもの,,,,,,,,,,,,,,,,,,,,KG,,
173,,590.0,－ その他のもの,,,,,,,,,,,,,29.8%,,,29.8%,,,,KG,,
174,,,(b)その他のもの,,,,,,,,,,,,,,,,,,,,,,
175,,291.0,イ 調製食用脂（第04.05項の物品の含有量が全重量の15％を超え30％未満のものに限る。）,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,KG,,
176,,,ロ アルコールを含有しない飲料のもと,,,,,,,,,,,,,,,,,,,,,,
177,,292.0,(ｲ)おたねにんじん又はそのエキスを含有するもの,12%,,(12%),,無税,4.4%,,3.3%,4.4%,4.4%,5.5.%,5.5%,5.5%,無税,6.5%,6.5%,8.7%,8.7%,,KG,,
178,,293.0,(ﾛ)その他のもの,22%,,10%,,無税,1.3%,1.8%,無税,3.6%,3.6%,4.5.%,4.5%,4.5%,2.5%,3.8%,5.5%,7.3%,7.3%,,KG,,
179,,,ハ その他のもの,,,,,,,,,,,,,,,,,,,,,,
180,,294.0,(ｲ)第04.10項の物品のもの,12%,,9%,,無税,1.1%,無税,無税,1.1%,無税,2.3.%,無税,4.1%,無税,3.4%,4.9%,6.5%,5.6%,,KG,,
181,,,(ﾛ)その他のもの,,,,,,,,,,,,,,,,,,,,,,
182,,,I ビタミンをもととした栄養補助食品及び植物性たんぱくを加水分解したもの,12.5%,,(12.5%),,無税,4.5%,2.2%,3.4%,4.5%,,5.7.%,5.7%,5.7%,,,6.8%,9.1%,9.1%,,,,
183,,295.0,－ ビタミンをもととした栄養補助食品,,,,,,,,,,1.6%,,,,3.1%,4.7%,,,,,KG,,
184,,296.0,－ 植物性たんぱくを加水分解したもの,,,,,,,,,,4.5%,,,,5.7%,6.8%,,,,,KG,,
185,,,II その他のもの,,,,,,,,,,,,,,,,,,,,,,
186,,301.0,(I)たんぱく質変性防止剤（冷凍すり身の製造に使用する種類のものでソルビトールその他の政令で定める物品に政令で定める調製を加えたものに限る。）,無税,,(15%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG,,
187,,,(II)その他のもの,25%,,,,,,,,,,,,,,,,,,,,,
188,,,－ ひじき（ヒジキア・フスィフォルミス）その他の第1212.21号の物品のもの,,,,,,,,,,,,,,,,,,,,,,
189,,297.0,－－ ひじき（ヒジキア・フスィフォルミス）,,,17.5%,10%,無税,,1.8%,,,,,,13.4%,4.5%,,,,5.0%,,KG,,
190,,401.0,－－ 長方形（正方形を含む。）の紙状に抄製したのもので、1枚の面積が430平方センチメートル以下のもの（調味したものを除く。）,,,,,,,,,,,,,,,,,,,TH,KG,,
191,,298.0,－－ その他のもの,,,,,,,,,,,,,,,,,,,,KG,,
192,,299.0,－ その他のもの,,,15%,,無税,,,,,13.5%,,,15%,13.5%,12%,,,,,KG,,
0,22.01,,水（天然又は人造の鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものを除く。）、氷及び雪,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
1,2201.1,0.0,鉱水及び炭酸水,3.2%,,3%,無税,,,,,,,,,,,,,,,,L,,
2,2201.9,0.0,その他のもの,無税,,(無税),,,,無税,,,,,,,,,,,,,L,,
3,22.02,,水（鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものに限る。）その他のアルコールを含有しない飲料（第20.09項の果実又は野菜のジュースを除く。）,,,,,,,,,,,,,,,,,,,,,,
4,2202.1,,水（鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものに限る。）,,,,,,,,,,,,,,,,,,,,,,
5,,100.0,1 砂糖を加えたもの,22.4%,,13.4%,,無税,,2.4%,,,4.9%,,,8.8%,6.1%,,,9.7%,9.7%,,L,,
6,,200.0,2 その他のもの,16%,,9.6%,,無税,1.2%,無税,無税,1.2%,1.2%,2.4%,2.4%,2.4%,2.4%,5.2%,3.6%,7.0%,6.0%,,L,,
7,2202.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
8,,100.0,1 砂糖を加えたもの,22.4%,,13.4%,,無税,,無税,,,4.9%,,,8.8%,6.1%,7.3%,,9.7%,8.4%,,L,,
9,,200.0,2 その他のもの,16%,,9.6%,,無税,1.2%,無税,無税,1.2%,無税,2.4%,2.4%,2.4%,2.4%,1.6%,3.6%,7.0%,6.0%,,L,,
10,22.03,,,,,,,,,,,,,,,,,,,,,,,,
11,2203.0,0.0,ビール,6.40円/l,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,L,,
12,22.04,,ぶどう酒（強化ぶどう酒を含むものとし、生鮮のぶどうから製造したものに限る。）及びぶどう搾汁（第20.09項のものを除く。）,,,,,,,,,,,,,,,,,,,,,,
13,2204.1,0.0,スパークリングワイン,201.60円/l,,182円/l,145.60円/l,無税,,無税,,67.2円/l,,,,,,112.00円/l,,,118.3円/l,,L,,
14,,,その他のぶどう酒及びぶどう搾汁でアルコール添加により発酵を止めたもの,,,,,,,,,,,,,,,,,,,,,,
15,2204.21,,2リットル以下の容器入りにしたもの,,,,,,,無税,,,,,,,,,,,,,,,
16,,10.0,1 シェリー、ポートその他の強化ぶどう酒,123.20円/l,,112円/l,,無税,,,,40.73円/l,,,,,,61.09円/l,,,81.45円/l,,L,,
17,,20.0,2 その他のもの,21.3%又は156.80円/lのうちいずれか低い税率 ただしその税率が93円/lを下回る場合は93円/l,,15%又は125円/lのうちいずれか低い税率 ただしその税率が67円/lを下回る場合は67円/l,,無税,,,,6.9%又は125円/lのうちいずれか低い税率,,,,,,7.5%又は62.50円/lのうちいずれか低い税率 ただしその税率が33.50円/lを下回る場合は33.50円/l,,,7.5%又は62.5円/lのうちいずれか低い税率 ただしその税率が33.5円/lを下回る場合は33.5円/l,,L,,
18,2204.29,,その他のもの,,,,,,,無税,,,,,,,,,,,,,,,
19,,10.0,1 150リットル以下の容器入りにしたもの,21.3%又は156.80円/lのうちいずれか低い税率 ただしその税率が93円/lを下回る場合は93円/l,,15%又は125円/lのうちいずれか低い税率 ただしその税率が67円/lを下回る場合は67円/l,,無税,,,,6.9%又は125円/lのうちいずれか低い税率,,,,,,9.2%又は76.92円/lのうちいずれか低い税率 ただしその税率が41.23円/lを下回る場合は41.23円/l,,,12.2%又は101.56円/lのうちいずれか低い税率 ただしその税率が54.44円/lを下回る場合は54.44円/l,,L,,
20,,90.0,2 その他のもの,64円/l,,45円/l,24円/l,無税,,,,無税,,,,,,無税,,,19.5円/l,,L,,
21,2204.3,,その他のぶどう搾汁,,,,,,,,,,,,,,,,,,,,,,
22,,,1 アルコール分が1％未満のもの,,,,,,,,,,,,,,,,,,,,,,
23,,,(1)砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
24,,111.0,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの,27%,,23%,,無税,12.9%,無税,11.5%,12.9%,12.9%,14.4%,14.4%,14.4%,10.5%,15.8%,15.8%,,18.7%,,L,,
25,,119.0,B その他のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,16.8%又は12.94円/kgのうちいずれか高い税率,無税,14.9%又は11.50円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率 ただしその税率が50%を上回る場合は50%,18.6%又は14.38円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,,24.2%又は18.69円/kgのうちいずれか高い税率,L,KG,,
26,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,
27,,191.0,A しよ糖の含有量が全重量の10％以下のもの,22.5%,,19.1%,,無税,10.7%,無税,9.6%,10.7%,10.7%,11.9%,11.9%,12.0%,8.7%,13.1%,13.1%,,15.5%,,L,,
28,,199.0,B その他のもの,30%,,25.5%,,無税,14.3%,無税,12.8%,14.3%,14.3%,15.9%,15.9%,16.0%,11.6%,17.5%,17.5%,,20.7%,,L,,
29,,200.0,2 その他のもの,64円/l,,45円/l,無税,,,無税,無税,無税,無税,,,,無税,無税,,無税,無税,,L,,
30,22.05,,ベルモットその他のぶどう酒（生鮮のぶどうから製造したもので、植物又は芳香性物質により香味を付けたものに限る。）,,,,,,,,,,,,,,,,,,,,,,
31,2205.1,0.0,2リットル以下の容器入りにしたもの,70.60円/l,,69.30円/l,50.40円/l,無税,,無税,,18.33円/l,,,,,,37.80円/l,,,,,L,,
32,2205.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
33,,100.0,1 アルコール分が1％未満のもの,22.5%,,19.1%,,無税,10.7%,3.4%,9.6%,10.7%,10.7%,11.9%,11.9%,12.0%,8.7%,13.1%,13.1%,,15.5%,,L,,
34,,200.0,2 その他のもの,70.60円/l,,69.30円/l,50.40円/l,無税,,無税,,18.33円/l,,,,,,無税,,,,,L,,
35,22.06,,,,,,,,,,,,,,,,,,,,,,,,
36,2206.0,,その他の発酵酒（例えば、りんご酒、なし酒及びミード）並びに発酵酒とアルコールを含有しない飲料との混合物及び発酵酒の混合物（他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
37,,100.0,1 アルコール分が1％未満のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,16.8%又は12.94円/kgのうちいずれか高い税率,,14.9%又は11.50円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率 ただしその税率が50%を上回る場合は50%,18.6%又は14.38円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,20.5%又は15.81円/kgのうちいずれか高い税率,,24.2%又は18.69円/kgのうちいずれか高い税率,L,KG,,
