,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
38,,216.0,－ 学校等給食用以外の脱脂粉乳に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
39,,217.0,－ その他のもの,,92円/kg,*(396円/kg),,無税,,,,,,,,,,,,,,,,,KG
40,,,(2)その他のもの,(25%＋466円/kg),,,,無税,,,,,,,,,,,,,,,,,
41,,221.0,*〔1〕独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
42,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
43,,222.0,－ 学校等給食用以外の脱脂粉乳に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
44,,229.0,－ その他のもの,,21.3%＋92円/kg,*(21.3%＋396円/kg),,,,,,,,,,,,,,,,,,,KG
45,,,粉状、粒状その他の固形状のもの（脂肪分が全重量の1.5％を超えるものに限る。）,,,,,,,,,,,,,,,,,,,,,,
46,402.21,,砂糖その他の甘味料を加えてないもの,,,,,,,,,,,,,,,,,,,,,,
47,,,1 脂肪分が全重量の5％を超えるもの,,,,,,,,,,,,,,,,,,,,,,
48,,,(1)脂肪分が全重量の30％以下のもの,(30%＋720円/kg),,,,無税,,,,,,,,,,,,,,,,,
49,,111.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
50,,119.0,－ その他のもの,,25.5%＋123円/kg,*(25.5%＋612円/kg),,,,,,,,,,,,,,,,,,,KG
51,,,(2)その他のもの,"(30%＋1,204円/kg)",,,,無税,,,,,,,,,,,,,,,,,
52,,121.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
53,,129.0,－ その他のもの,,25.5%＋189円/kg,"*(25.5%＋1,023円/kg)",,,,,,,,,,,,,,,,,,,KG
54,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
55,,,(1)学校等給食用のもの及び飼料用のもの,(500円 /kg),,,,,,,,,,,,,,,,,,,,,
56,,,－ 学校等給食用のもの,,,,,,,,,,,,,,,,,,,,,,
57,,211.0,－－ 学校等給食用の脱脂粉乳に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
58,,212.0,－－ その他のもの,,99円/kg,*(425円/kg),,無税,,,,,,,,,,,,,,,,,KG
59,,,－ 飼料用のもの,,,,,,,,,,,,,,,,,,,,,,
60,,216.0,－－ 学校等給食用以外の脱脂粉乳に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
61,,217.0,－－ その他のもの,,99円/kg,*(425円/kg),,無税,,,,,,,,,,,,,,,,,KG
62,,,(2)その他のもの,(25%＋500円/kg),,,,無税,,,,,,,,,,,,,,,,,
63,,221.0,*〔1〕独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
64,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
65,,222.0,－ 学校等給食用以外の脱脂粉乳に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
66,,229.0,－ その他のもの,,21.3%＋99円/kg,*(21.3%＋425円/kg),,,,,,,,,,,,,,,,,,,KG
67,402.29,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
68,,,1 脂肪分が全重量の5％を超えるもの,,,,,,,,,,,,,,,,,,,,,,
69,,,(1)脂肪分が全重量の30％以下のもの,(30%＋720円/kg),,,,無税,,,,,,,,,,,,,,,,,
70,,111.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
71,,119.0,－ その他のもの,,25.5%＋123円/kg,*(25.5%＋612円/kg),,,,,,,,,,,,,,,,,,,KG
72,,,(2)その他のもの,"(30%＋1,204円/kg)",,,,無税,,,,,,,,,,,,,,,,,
73,,121.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
74,,129.0,－ その他のもの,,25.5%＋189円/kg,"*(25.5%＋1,023円/kg)",,,,,,,,,,,,,,,,,,,KG
75,,,2 その他のもの,(35%＋500円/kg),,,,無税,,,,,,,,,,,,,,,,,
76,,211.0,*〔1〕独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
77,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
78,,220.0,－ 学校等給食用以外の脱脂粉乳に係る共通の限度数量以内のもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
79,,291.0,－ その他のもの,,29.8%＋99円/kg,*(29.8%＋425円/kg),,,,,,,,,,,,,,,,,,,KG
80,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
81,402.91,,砂糖その他の甘味料を加えてないもの,,,,,,,,,,,,,,,,,,,,,,
82,,,1 脂肪分が全重量の7.5％を超えるもの,,,,,,,,,,,,,,,,,,,,,,
83,,110.0,(1)加圧容器入りにしたホイップドクリーム,30%,,25.5%,,無税,,,,,,,,25.5%,20.4%,,,,,23%,,,KG
84,,,(2)その他のもの,30%＋599円/kg,,,,無税,,,,,,,,,,,,,,,,,
85,,121.0,"－ この号の1の(2)及び2に掲げるミルク及びクリームについて、1,500トンを基準とし、前年度における輸入数量、国際市況その他の条件を勘案して政令で定める数量（以下この号において「共通の限度数量」という。）以内のもの",,30%,(30%),,,,,,,,,,,,,,,,,,,KG
86,,129.0,－ その他のもの,,,25.5%＋509円/kg,,,,,,,,,,,,,,,,,,,KG
87,,,2 その他のもの,25%＋299円/kg,,,,無税,,,,,,,,,,,,,,,,,
88,,210.0,－ 共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
89,,290.0,－ その他のもの,,,21.3%＋254円/kg,,,,,,,,,,,,,,,,,,,KG
90,402.99,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
91,,,1 脂肪分が全重量の8％を超えるもの,,,,,,,,,,,,,,,,,,,,,,
92,,110.0,(1)加圧容器入りにしたホイップドクリーム,30%,,25.5%,,無税,,,,,,,,25.5%,,,,,,,,,KG
93,,,(2)その他のもの,(30%＋599円/kg),,,,無税,,,,,,,,,,,,,,,,,
94,,121.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
95,,129.0,－ その他のもの,,25.5%＋104円/kg,*(25.5%＋509円/kg),,,,,,,,,,,,,,,,,,,KG
96,,,2 その他のもの,(30%＋299円/kg),,,,無税,,,,,,,,,,,,,,,,,
97,,210.0,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,30%,(30%),,,,,,,,,,,,,,,,,,,KG
98,,290.0,－ その他のもの,,25.5%＋55円/kg,*(25.5%＋254円/kg),,,,,,,,,,,,,,,,,,,KG
99,4.03,,バターミルク、凝固したミルク及びクリーム、ヨーグルト、ケフィアその他発酵させ又は酸性化したミルク及びクリーム（濃縮若しくは乾燥をしてあるかないか又は砂糖その他の甘味料、香味料、果実、ナット若しくはココアを加えてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,,,,,
100,403.1,,ヨーグルト,,,,,,,,,,,,,,,,,,,,,,
101,,,1 冷凍し、保存に適する処理をし又は砂糖その他の甘味料、香味料、果実若しくはナットを加えたもの（フローズンヨーグルトを除く。）,"35%＋1,076円/kg",,,,無税,,,,,,,,,,,,,,,,,
102,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
103,,110.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
104,,120.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
105,,190.0,－ その他のもの,,,29.8%＋915円/kg,,,,,,,,,,,,,,,,,,,KG
106,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
107,,,(1)フローズンヨーグルト,35%,,,,無税,,,,,,,,,,,,,,,,,
108,,211.0,－ 砂糖その他の甘味料を加えたもの（正味重量が10キログラム以下の直接包装したものに限る。）,,,26.3%,,,,,,,,,,26.3%,,,,,,関税割当数量以内のもの 22.7%,,,KG
109,,219.0,－ その他のもの,,,29.8%,,,,,,,,,,29.8%,,,,,,関税割当数量以内のもの 25.7%,,,KG
110,,220.0,(2)その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,,KG
111,403.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
112,,,1 滅菌し、冷凍し、保存に適する処理をし、濃縮若しくは乾燥をし又は砂糖その他の甘味料、香味料、果実若しくはナットを加えたもの,,,,,,,,,,,,,,,,,,,,,,
113,,,(1)脂肪分が全重量の1.5％以下のもの,35%＋466円/kg,,,,無税,,,,,,,,,,,,,,,,,
114,,,*〔1〕バターミルクパウダーその他の固形状の物品,,,,,,,,,,,,,,,,,,,,,,
115,,,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,,,,,,,,,,,,,,,,,,,,,
116,,111.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
117,,112.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
118,,113.0,－ その他のもの,,29.8%＋92円/kg,*(29.8%＋396円/kg),,,,,,,,,,,,,,,,,,,KG
119,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
120,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
121,,116.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
122,,117.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
123,,118.0,－ その他のもの,,,29.8%＋396円/kg,,,,,,,,,,,,,,,,,,,KG
124,,,(2)脂肪分が全重量の1.5％を超え26％以下のもの,35%＋685円/kg,,,,無税,,,,,,,,,,,,,,,,,
125,,,*〔1〕バターミルクパウダーその他の固形状の物品,,,,,,,,,,,,,,,,,,,,,,
126,,,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,,,,,,,,,,,,,,,,,,,,,
127,,121.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
128,,122.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
129,,123.0,－ その他のもの,,29.8%＋123円/kg,*(29.8%＋582円/kg),,,,,,,,,,,,,,,,,,,KG
130,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
131,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
132,,126.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
133,,127.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
134,,128.0,－ その他のもの,,,29.8%＋582円/kg,,,,,,,,,,,,,,,,,,,KG
135,,,(3)脂肪分が全重量の26％を超えるもの,"35%＋1,204円/kg",,,,無税,,,,,,,,,,,,,,,,,
136,,,*〔1〕バターミルクパウダーその他の固形状の物品,,,,,,,,,,,,,,,,,,,,,,
137,,,－ 独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,,,,,,,,,,,,,,,,,,,,,
138,,131.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
139,,132.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
140,,133.0,－ その他のもの,,29.8%＋189円/kg,"*(29.8%＋1,023円/kg)",,,,,,,,,,,,,,,,,,,KG
141,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
142,,,－ その他の乳製品に係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
143,,136.0,－－ 砂糖を加えたもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
144,,137.0,－－ その他のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
145,,138.0,－ その他のもの,,,"29.8%＋1,023円/kg",,,,,,,,,,,,,,,,,,,KG
146,,200.0,2 その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,,KG
147,4.04,,ホエイ（濃縮若しくは乾燥をしてあるかないか又は砂糖その他の甘味料を加えてあるかないかを問わない。）及びミルクの天然の組成分から成る物品（砂糖その他の甘味料を加えてあるかないかを問わないものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
148,404.1,,ホエイ及び調製ホエイ（濃縮若しくは乾燥をしてあるかないか又は砂糖その他の甘味料を加えてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,,,,,
149,,,1 滅菌し、冷凍し、保存に適する処理をし、濃縮若しくは乾燥をし又は砂糖その他の甘味料を加えたもの,,,,,,,,,,,,,,,,,,,,,,
150,,,(1)脂肪分が全重量の5％以下のもの,(35%＋500円/kg),,,,,,,,,,,,,,,,,,,,,
151,,,*〔1〕独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,,,,,,,,,,,,,,,,,,,,,
152,,111.0,－ 砂糖を加えたもの,,35%,(35%),,無税,,,,,,,,,,,,,,,,,KG
153,,119.0,－ その他のもの,,25%,(25%),,無税,,,,,,,,,,,,,,,,,KG
154,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
155,,,*〔i〕無機質を濃縮したホエイ,,,,,,,,,,,,,,,,,,,,,,
156,,,"－ この号の1の(1)の*〔2〕の*〔i〕及び(2)の*〔2〕の*〔i〕に掲げる無機質を濃縮したホエイについて、14,000トンを基準とし、当該年度における国内需要見込数量、国際市況その他の条件を勘案して政令で定める数量（以下この号において「無機質を濃縮したホエイに係る共通の限度数量」という。）以内のもの",,,,,,,,,,,,,,,,,,,,,,
157,,121.0,－－ 砂糖を加えたもの,,35%,(35%),,無税,,,,,,,,,,,,,,,,,KG
158,,122.0,－－ その他のもの,,25%,(25%),,無税,,,,,,,,,,,,,,,,,KG
159,,129.0,－ その他のもの,,29.8%＋99円/kg,*(29.8%＋425円/kg),,無税,,,,,,,,,,,,,,,,,KG
160,,,*〔ii〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
161,,,*1 砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
162,,131.0,"－ 配合飼料のうち政令で定めるものの製造に使用するもので、この号の1の(1)の*〔2〕の*〔ii〕の*1及び*2並びに(2)の*〔2〕の*〔ii〕の*1及び*2に掲げるホエイ及び調製ホエイのうち無機質を濃縮したホエイ以外のものについて、45,000トンを基準とし、当該年度における国内需要見込数量、国際市況その他の条件を勘案して政令で定める数量（以下この号において「飼料用のホエイ等に係る共通の限度数量」という。）以内のもの",,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
163,,139.0,－ その他のもの,,29.8%＋99円/kg,*(29.8%＋425円/kg),,無税,,,,,,,,,,,,,,,,,KG
164,,,*2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
165,,141.0,－ 配合飼料のうち政令で定めるものの製造に使用するもので、飼料用のホエイ等に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
166,,142.0,"－ 乳幼児用の調製粉乳の製造に使用するもので、この号の1の(1)の*〔2〕の*〔ii〕の*2及び(2)の*〔2〕の*〔ii〕の*2並びに第0404.90号の1の(1)の*〔2〕、(2)の*〔2〕及び(3)の*〔2〕に掲げるホエイ及びミルクの天然の組成分から成る物品について、25,000トンを基準とし、当該年度における国内需要見込数量、国際市況その他の条件を勘案して政令で定める数量（以下この号及び第0404.90号において「乳幼児用調製粉乳用のホエイ等に係る共通の限度数量」という。）以内のもの",,◎10%,(10%),,無税,,,,,,,,,,,,,,,,,KG
167,,149.0,－ その他のもの,,29.8%＋99円/kg,*(29.8%＋425円/kg),,無税,,,,,,,,,,,,,,,,,KG
168,,,(2)その他のもの,(35%＋808円/kg),,,,,,,,,,,,,,,,,,,,,
169,,,*〔1〕独立行政法人農畜産業振興機構が加工原料乳生産者補給金等暫定措置法第13条第1項に規定する数量の範囲内で輸入するもの及び同条第2項に規定する農林水産大臣の承認を受けて輸入するもの,,,,,,,,,,,,,,,,,,,,,,
170,,151.0,－ 砂糖を加えたもの,,35%,(35%),,無税,,,,,,,,,,,,,,,,,KG
171,,159.0,－ その他のもの,,25%,(25%),,無税,,,,,,,,,,,,,,,,,KG
172,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
173,,,*〔i〕無機質を濃縮したホエイ,,,,,,,,,,,,,,,,,,,,,,
174,,,－ 無機質を濃縮したホエイに係る共通の限度数量以内のもの,,,,,,,,,,,,,,,,,,,,,,
175,,161.0,－－ 砂糖を加えたもの,,35%,(35%),,無税,,,,,,,,,,,,,,,,,KG
176,,162.0,－－ その他のもの,,25%,(25%),,無税,,,,,,,,,,,,,,,,,KG
177,,169.0,－ その他のもの,,29.8%＋135円/kg,*(29.8%＋687円/kg),,無税,,,,,,,,,,,,,,,,,KG
178,,,*〔ii〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
179,,,*1 砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
180,,171.0,－ 配合飼料のうち政令で定めるものの製造に使用するもので、飼料用のホエイ等に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
181,,179.0,－ その他のもの,,29.8%＋135円/kg,*(29.8%＋687円/kg),,無税,,,,,,,,,,,,,,,,,KG
182,,,*2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
183,,181.0,－ 配合飼料のうち政令で定めるものの製造に使用するもので、飼料用のホエイ等に係る共通の限度数量以内のもの,,◎無税,(無税),,,,,,,,,,,,,,,,,,,KG
184,,182.0,－ 乳幼児用の調製粉乳の製造に使用するもので、乳幼児用調製粉乳用のホエイ等に係る共通の限度数量以内のもの,,◎10%,(10%),,無税,,,,,,,,,,,,,,,,,KG
185,,189.0,－ その他のもの,,29.8%＋135円/kg,*(29.8%＋687円/kg),,無税,,,,,,,,,,,,,,,,,KG
186,,200.0,2 その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,,KG
187,404.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
188,,,1 滅菌し、冷凍し、保存に適する処理をし、濃縮若しくは乾燥をし又は砂糖その他の甘味料を加えたもの,,,,,,,,,,,,,,,,,,,,,,
189,,,(1)脂肪分が全重量の1.5％以下のもの,35%＋470円/kg,,,,無税,,,,,,,,,,,,,,,,,
190,,,*〔1〕砂糖を加えたもの,,,,,,,,,,,,,,,,,,,,,,
191,,111.0,－ その他の乳製品に係る共通の限度数量以内のもの,,35%,(35%),,,,,,,,,,,,,,,,,,,KG
192,,112.0,－ その他のもの,,,29.8%＋400円/kg,,,,,,,,,,,,,,,,,カードをもととしたもので、1リットル以下の小売用容器入りのものであって、関税割当数量以内のもの　無税,,KG
193,,,*〔2〕その他のもの,,,,,,,,,,,,,,,,,,,,,,
194,,116.0,－ 乳幼児用の調製粉乳の製造に使用するもので、乳幼児用調製粉乳用のホエイ等に係る共通の限度数量以内のもの,,◎10%,(10%),,,,,,,,,,,,,,,,,,,KG
195,,117.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,,KG
196,,118.0,－ その他のもの,,,29.8%＋400円/kg,,,,,,,,,,,,,,,,,,,KG
197,,,(2)脂肪分が全重量の1.5％を超え30％以下のもの,35%＋799円/kg,,,,無税,,,,,,,,,,,,,,,,,
