,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
66,,,1 ヤボランジ葉、パチュリ葉、センナ葉、ウワウルシ葉、ホミカ、クベバ、コロシント実、コルヒクム子、トンカ豆、ストロファンツス子、プランタゴプシリウムの種、キナ皮、コンズランゴ皮、カスカラサグラダ、吐根、りんどう、ゲンチアナ根、セネガ根、遠志、甘松香、コロンボ根、海葱、ヤラッパ根、デリス根、インド蛇木根、木香、白及、キューベ根、セメンシナその他のサントニン採取用のもの、麻黄、沈香、槐花、大黄及び甘草,無税,,,,,,,,,,,,,,,,,
67,,110.0,－ セメンシナその他のサントニン採取用のもの、麻黄及び沈香,,,(無税),,,,無税,,,,,,,,,,,KG
68,,120.0,－ 甘草,,,(無税),,,,無税,,,,,,,,,,,KG
69,,190.0,－ その他のもの,,,(無税),,,,無税,,,,,,,,,,,KG
70,,700.0,2 除虫菊,14%,,12%,無税,,,,,,,,,,,,,,KG
71,,600.0,3 大麻草,5%,,3%,,無税,,,,,,,,,,,,,KG
72,,,4 その他のもの,5%,,,無税,,,,,,,,,,,,,,
73,,910.0,－ びやくだん,,,2.5%,,,,,,,,,,,,,,,KG
74,,920.0,－ はとむぎ,,,3%,,,,,,,,,,,,,,,KG
75,,990.0,－ その他のもの,,,2.5%,,,,無税,,,,,,,,,,,KG
76,12.12,,海草その他の藻類、ローカストビーン、てん菜及びさとうきび（生鮮のもの及び冷蔵し、冷凍し又は乾燥したものに限るものとし、粉砕してあるかないかを問わない。）並びに主として食用に供する果実の核及び仁その他の植物性生産品（チコリー（キコリウム・インテュブス変種サティヴム）の根でいつてないものを含むものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,
77,1212.2,,海草その他の藻類,,,,,,,,,,,,,,,,,,
78,,,1 食用のもの（生鮮のもの及び冷蔵し、冷凍し又は乾燥したものに限る。）,,,,,,,,,,,,,,,,,,
79,,110.0,(1)長方形（正方形を含む。）の紙状に抄製したもので、1枚の面積が430平方センチメートル以下のもの,1.50円/枚,,,,,,,,,,,,,,,,TH,KG
80,,120.0,(2)あまのり属のもの及びこれを交えたもの（(1)のものを除く。）,40%,,,,,,,,,,,,,,,,,KG
81,,,(3)その他のもの,15%,,,,,,,,,,,,,,,,,
82,,131.0,－ ひじき（ヒジキア・フスィフォルミス）,,,10.5%,8%,無税,,,,,,5.0%,,9.8%,5.0%,,,,KG
83,,,－ わかめ（ウンダリア・ピンナティフィダ）,,,10.5%,,無税,,,,,,,,,,,,,
84,,133.0,－－ 乾燥したもの,,,,,,,,,,,,,,,,,,KG
85,,,－－ その他のもの,,,,,,,,,,,,,,,,,,
86,,135.0,－－－ 常温保存のもの,,,,,,,,,,,,,,,,,,KG
87,,136.0,－－－ その他のもの,,,,,,,,,,,,,,,,,,KG
88,,139.0,－ その他のもの,,,,,,,,,,,,,,,,,,KG
89,,,2 その他のもの,,,,,,,,,,,,,,,,,,
90,,,(1)ふのり属、あまのり属、あおのり属、ひとえぐさ属、とろろこんぶ属又はこんぶ属のもの,5%,,3.5%,,,,,,,,,,,,,,,
91,,211.0,－ ふのり属のもの,,,,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
92,,219.0,－ その他のもの,,,,,無税,1.2%,,0.6%,1.2%,1.8%,1.8%,1.8%,2.5%,1.8%,2.9%,2.9%,,KG
93,,,(2)その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
94,,,－ てんぐさその他の寒天製造用の海草,,,,,,,,,,,,,,,,,,
95,,221.0,－－ てんぐさ科のもの,,,,,,,,,,,,,,,,,,KG
96,,222.0,－－ その他のもの,,,,,,,,,,,,,,,,,,KG
97,,229.0,－ その他のもの,,,,,,,,,,,,,,,,,,KG
98,,,その他のもの,,,,,,,,,,,,,,,,,,
99,1212.91,0.0,てん菜,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
100,1212.99,,その他のもの,,,,,,,,,,,,,,,,,,
101,,,1 こんにやく芋（アモルフォファルス）（切り、乾燥し又は粉状にしたものであるかないかを問わない。）,"3,289円/kg",,,,無税,,,,,,,,,,,,,
102,,110.0,－ 267トン（荒粉換算数量とし、政令で定めるところにより換算するものとする。）を基準とし、当該年度における国内需要見込数量から国内生産見込数量を控除した数量、国際市況その他の条件を勘案して政令で定める数量以内のもの,,40%,(40%),,,,,,,,,,,,,,,KG
103,,190.0,－ その他のもの,,,"2,796円/kg",,,,,,,,,,,,,,,KG
104,,200.0,2 チコリーの根,15%,,9%,4.5%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
105,,,3 ローカストビーン（種を含む。）及びさとうきび,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
106,,310.0,－ ローカストビーン（種を含む。）,,,(無税),,,,,,,,,,,,,,,KG
107,,320.0,－ さとうきび,,,(無税),,,,,,,,,,,,,,,KG
108,,,4 その他のもの,5%,,,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
109,,910.0,－ あんず、桃（ネクタリンを含む。）又はプラムの核及び仁,,,3%,,,,,,,,,,,,,,,KG
110,,990.0,－ その他のもの,,,3%,,,,無税,,,,,,,,,,,KG
111,12.13,,,,,,,,,,,,,,,,,,,,
112,1213.0,0.0,穀物のわら及び殻（切り、粉砕し、圧縮し又はペレット状にしたものであるかないかを問わないものとし、調製したものを除く。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,MT
113,12.14,,ルタバガ、飼料用のビートその他の飼料用の根菜類、飼料用の乾草、ルーサン（アルファルファ）、クローバー、セインホイン、飼料用のケール、ルーピン、ベッチその他これらに類する飼料用植物（ペレット状にしてあるかないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
114,1214.1,0.0,ルーサン（アルファルファ）のミール及びペレット,無税,,(無税),,,,,,,,,,,,,,,MT
115,1214.9,,その他のもの,無税,,(無税),,,,,,,,,,,,,,,
116,,10.0,－ キューブ状のもの,,,,,,,,,,,,,,,,,,MT
117,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,MT
0,13.01,,ラック、天然ガム、樹脂、ガムレジン及びオレオレジン（例えば、バルサム）,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
1,1301.2,0.0,アラビアゴム,無税,,(無税),,,,無税,,,,,,,,,,,KG
2,1301.9,,その他のもの,,,,,,,,,,,,,,,,,,
3,,100.0,1 セラックその他の精製ラック,20%,,17%,,無税,,,,,,,,,,,,,KG
4,,,2 その他のもの,無税,,,,,,無税,,,,,,,,,,,
5,,910.0,－ シードラック,,,(無税),,,,,,,,,,,,,,,KG
6,,920.0,－ その他のラック,,,(無税),,,,,,,,,,,,,,,KG
7,,990.0,－ その他のもの,,,(無税),,,,,,,,,,,,,,,KG
8,13.02,,植物性の液汁及びエキス、ペクチン質、ペクチニン酸塩、ペクチン酸塩並びに寒天その他植物性原料から得た粘質物及びシックナー（変性させてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
9,,,植物性の液汁及びエキス,,,,,,,,,,,,,,,,,,
10,1302.11,0.0,生あへん,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
11,1302.12,0.0,甘草のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
12,1302.13,0.0,ホップのもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
13,1302.19,,その他のもの,,,,,,,,,,,,,,,,,,
14,,,1 飲料のもと,,,,,,,,,,,,,,,,,,
15,,110.0,(1)植物性の一種類の原料から得たもの,10%,,(10%),,無税,5.0%,,3.8%,6.4%,6.4%,7.3%,7.3%,7.3%,6.3%,7.5%,8.2%,,KG
16,,120.0,(2)その他のもの,25%,,16.5%,,無税,,,,,,,,16.5%,13.4%,14.4%,,,KG
17,,,2 除虫菊のもの及びロテノンを含有する植物の根のもの,,,,,,,,,無税,,,,,,,,,
18,,310.0,(1)除虫菊エキス,7%,,6%,,無税,2.0%,,1.0%,,3.0%,3.0%,3.0%,4.4%,3.0%,4.5%,4.9%,,KG
19,,390.0,(2)その他のもの,無税,,(無税),,,無税,無税,無税,,無税,無税,無税,無税,無税,無税,無税,,KG
20,,,3 その他のもの,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
21,,210.0,(1)生漆,無税,,(無税),,,,無税,,,,,,,,,,,KG
22,,220.0,(2)大麻エキス、大麻チンキ及び粗製コカイン,無税,,(無税),,,,無税,,,,,,,,,,,KG
23,,,(3)その他のもの,,,,,,,,,,,,,,,,,,
24,,231.0,A アルコール分が50％以上のもの,10%,,6%,,無税,,,,,,,,,,,,,KG
25,,239.0,B その他のもの,無税,,(無税),,,,無税,,,,,,,,,,,KG
26,1302.2,0.0,ペクチン質、ペクチニン酸塩及びペクチン酸塩,5%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
27,,,植物性原料から得た粘質物及びシックナー（変性させてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
28,1302.31,0.0,寒天,160円/kg,,112円/kg,,無税,,,,56円/kg,,56円/kg,,,81.45円/kg,,,,KG
29,1302.32,,ローカストビーン若しくはその種又はグアーシードから得た粘質物及びシックナー（変性させてあるかないかを問わない。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
30,,10.0,－ ローカストビーンガム,,,,,,,,,,,,,,,,,,KG
31,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,KG
32,1302.39,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,14.01,,主として組物に使用する植物性材料（例えば、穀物のわらで清浄にし、漂白し又は染色したもの、竹、とう、あし、いぐさ、オージア、ラフィア及びライム樹皮）,,,,,,,,,,,,,,,,,,
1,1401.1,0.0,竹,10%,,8.5%,5%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
2,1401.2,0.0,とう,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
3,1401.9,,その他のもの,,,,,,,,,,,,,,,,,,
4,,100.0,1 いぐさ、七島い（キュペルス・テゲティフォルミス）及び莞草（キュペルス・エクサルタトゥス）,10%,,8.5%,,無税,4.3%,,3.2%,4.3%,4.3%,5.3%,5.3%,6.2%,5.3%,7.0%,7.0%,,KG
5,,,2 その他のもの,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
6,,210.0,(1)くずのつる,3%,,(3%),無税,,,,,,,,,,,,,,KG
7,,290.0,(2)その他のもの,5%,,3%,無税,,,,,,,,,,,,,,KG
8,14.04,,植物性生産品（他の項に該当するものを除く。）,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
9,1404.2,0.0,コットンリンター,無税,,(無税),,,,無税,,,,,,,,,,,KG
10,1404.9,,その他のもの,,,,,,,,,,,,,,,,,,
11,,,1 主として詰物として使用する植物性材料（支持物を使用することなく又は支持物を使用して層状にしてあるかないかを問わない。）、主としてほうき又はブラシに使用する植物性材料（束ねてあるかないかを問わない。）、主として染色用又はなめし用に供する植物性原材料、除虫菊かす、雁皮並びにナット（殻を含むものとし、粉砕してあるかないかを問わない。）及び種,無税,,,,,,無税,,,,,,,,,,,
12,,110.0,－ 主として詰物として使用する植物性材料（例えば、カポック、ベジタブルヘア及びイールグラス。支持物を使用することなく又は支持物を使用して層状にしてあるかないかを問わない。）,,,(無税),,,,,,,,,,,,,,,KG
13,,120.0,－ 主としてほうき又はブラシに使用する植物性材料（例えば、ほうきもろこし、ピアッサバ、カウチグラス及びメキシカンファイバー。束ねてあるかないかを問わない。）,,,(無税),,,,,,,,,,,,,,,KG
14,,130.0,－ 主として染色用又はなめし用に供する植物性原材料,,,(無税),,,,,,,,,,,,,,,KG
15,,140.0,－ 除虫菊かす,,,(無税),,,,,,,,,,,,,,,KG
16,,200.0,－ 雁皮並びにナット（殻を含むものとし、粉砕してあるかないかを問わない。）及び種,,,(無税),,,,,,,,,,,,,,,KG
17,,300.0,2 たぶの木又はへちまのもの,7%,,6%,無税,,,,,,,,,,,,,,KG
18,,410.0,3 水ごけ,5%,,3%,無税,,,,,,,,,,,,,,KG
19,,,4 その他のもの,10%,,6%,,,,,,,,,,,,,,,
20,,,－ かしわの葉及びさるとりいばらの葉,,,,無税,,,,,,,,,,,,,,
21,,491.0,－－ かしわの葉,,,,,,,,,,,,,,,,,,KG
22,,492.0,－－ さるとりいばらの葉,,,,,,,,,,,,,,,,,,KG
23,,499.0,－ その他のもの,,,,3%,無税,,,,,,,,,,,,,KG
0,15.01,,,,,,,,,,,,,,,,,,,,
1,1501.0,,豚脂（ラードを含む。）及び家きん脂（第02.09項又は第15.03項のものを除く。）,,,,,,,,,,,,,,,,,,
2,,,1 豚脂,,,,,,,,,,,,,,,,,,
3,,110.0,(1)酸価が1.3を超えるもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
4,,120.0,(2)その他のもの,10円/kg,,8.50円/kg,,無税,,,,,,,,,,,,,KG
5,,200.0,2 その他のもの,7.5%,,6.4%,,無税,2.1%,,1.1%,3.2%,3.2%,4.0%,4.0%,4.7%,3.2%,5.2%,5.2%,,KG
6,15.02,,,,,,,,,,,,,,,,,,,,
7,1502.0,,牛、羊又はやぎの脂肪（第15.03項のものを除く。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
8,,,－ 牛脂,,,,,,,,,,,,,,,,,,
9,,11.0,－－ 飼料用のもの,,,,,,,,,,,,,,,,,,KG
10,,19.0,－－ その他のもの,,,,,,,,,,,,,,,,,,KG
11,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,KG
12,15.03,,,,,,,,,,,,,,,,,,,,
13,1503.0,0.0,ラードステアリン、ラード油、オレオステアリン、オレオ油及びタロー油（乳化、混合その他の調製をしてないものに限る。）,5%,,4.3%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
14,15.04,,魚又は海棲哺乳動物の油脂及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,,,,,,,無税,,,,,,,,,,,
15,1504.1,0.0,魚の肝油及びその分別物,10%,,3.5%,,無税,1.2%,,0.6%,,1.8%,,2.2%,2.2%,1.8%,2.9%,2.6%,,KG
16,1504.2,0.0,魚の油脂及びその分別物（肝油を除く。）,10%又は6円/kgのうちいずれか高い税率,,7%又は4.20円/kgのうちいずれか高い税率,,無税,4.5%又は2.67円/kgのうちいずれか高い税率,,3.8%又は2.29円/kgのうちいずれか高い税率,無税,4.5%又は2.67円/kgのうちいずれか高い税率,5.1%又は3.05円/kgのうちいずれか高い税率,5.1%又は3.05円/kgのうちいずれか高い税率,5.1%又は3.05円/kgのうちいずれか高い税率,5.1%又は3.05円/kgのうちいずれか高い税率,5.7%又は3.44円/kgのうちいずれか高い税率,5.7%又は3.44円/kgのうちいずれか高い税率,,KG
17,1504.3,,海棲哺乳動物の油脂及びその分別物,,,,,,,,,,,,,,,,,,
18,,10.0,1 鯨油,無税,,(無税),,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
19,,90.0,2 その他のもの,10%,,3.5%,,無税,1.2%,,0.6%,1.2%,1.8%,2.2%,2.2%,2.2%,1.8%,2.9%,2.9%,,KG
20,15.05,,,,,,,,,,,,,,,,,,,,
21,1505.0,,ウールグリース及びこれから得た脂肪性物質（ラノリンを含む。）,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
22,,100.0,1 ウールグリース（粗のものに限る。）,2%,,1.2%,無税,,,,,,,,,,,,,,KG
23,,200.0,2 その他のもの,5%,,3%,,無税,,,,,,,,,,,,,KG
24,15.06,,,,,,,,,,,,,,,,,,,,
25,1506.0,0.0,その他の動物性油脂及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,7.5%,,6.4%,,無税,2.1%,,1.1%,3.2%,3.2%,4.0%,4.0%,4.7%,3.2%,5.2%,5.2%,,KG
26,15.07,,大豆油及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
27,1507.1,,粗油（ガム質を除いてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
28,,100.0,1 酸価が0.6を超えるもの,17円/kg,,10.90円/kg,,無税,,,,,,,,,,,,,KG
29,,200.0,2 その他のもの,20.70円/kg,,13.20円/kg,,無税,,,,,,,,,,,,,KG
30,1507.9,0.0,その他のもの,20.70円/kg,,13.20円/kg,,無税,,,,,12.32円/kg,,,,,,,,KG
31,15.08,,落花生油及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
32,1508.1,,粗油,,,,,,,,,,,,,,,,,,
33,,100.0,1 酸価が0.6を超えるもの,17円/kg,,8.50円/kg,,無税,,,,,,,,,,,,,KG
34,,200.0,2 その他のもの,20.70円/kg,,10.40円/kg,,無税,,,,,,,,,,,,,KG
35,1508.9,0.0,その他のもの,20.70円/kg,,10.40円/kg,,無税,,,,,,,,,,,,,KG
36,15.09,,オリーブ油及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
37,1509.1,0.0,バージン油,無税,,(無税),,,,,,,,,,,,,,,KG
38,1509.9,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,KG
39,15.1,,,,,,,,,,,,,,,,,,,,
40,1510.0,0.0,オリーブのみから得たその他の油及びその分別物（第15.09項の油及びその分別物を混合したものを含み、化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
41,15.11,,パーム油及びその分別物（化学的な変性加工をしてないものに限るものとし、精製してあるかないかを問わない。）,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
42,1511.1,0.0,粗油,7%,,3.5%,無税,,,,,,,,,,,,,,KG
43,1511.9,,その他のもの,,,,,,,,,,,,,,,,,,
44,,10.0,1 パームステアリン,4%,,2.5%,無税,,,,,,,,,,,,,,KG
45,,90.0,2 その他のもの,7%,,3.5%,無税,,,,,,,,,,,,,,KG
