,Unnamed: 0,統計番号Statistical code,統計番号Statistical code.1,品名Description,関税率Tariff rate,関税率Tariff rate.1,関税率Tariff rate.2,関税率Tariff rate.3,関税率Tariff rate.4,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA).1,関税率（経済連携協定）Tariff rate (EPA).2,関税率（経済連携協定）Tariff rate (EPA).3,関税率（経済連携協定）Tariff rate (EPA).4,関税率（経済連携協定）Tariff rate (EPA).5,関税率（経済連携協定）Tariff rate (EPA).6,関税率（経済連携協定）Tariff rate (EPA).7,関税率（経済連携協定）Tariff rate (EPA).8,関税率（経済連携協定）Tariff rate (EPA).9,関税率（経済連携協定）Tariff rate (EPA).10,関税率（経済連携協定）Tariff rate (EPA).11,関税率（経済連携協定）Tariff rate (EPA).12,関税率（経済連携協定）Tariff rate (EPA).13,関税率（経済連携協定）Tariff rate (EPA).14,関税率（経済連携協定）Tariff rate (EPA).15,関税率（経済連携協定）Tariff rate (EPA).16,関税率（経済連携協定）Tariff rate (EPA).17,関税率（経済連携協定）Tariff rate (EPA).18,関税率（経済連携協定）Tariff rate (EPA).19,関税率（経済連携協定）Tariff rate (EPA).20,関税率Tariff rate.5,単位Unit,単位Unit.1,他法令Law,関税率（経済連携協定）Tariff rate (EPA).21,関税率（経済連携協定）Tariff rate (EPA).22,関税率（経済連携協定）Tariff rate (EPA).23
8033,50.0,,32.0,－－－－－ かすり糸を使用したもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,8.2%,8.2%,8.8%,,SM,KG,,,,
23516,50.0,,32.0,－－－－－ かすり糸を使用したもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.1%,9.1%,9.4%,,SM,KG,,,,
132,50.0,,40.0,*〔3〕課税価格が1キログラムにつき、枝肉に係る分岐点価格を超えるもの,,4.3%,(4.3%),,,,,,,,,,,,,,,,関税割当数量以内のもの　(401.65円/kg-課税価格/kg)又は2.2%のうちいずれか高い税率,,1.2%,1.2%,1.2%,,,,1.2%,,KG,FDAN,,,
15615,50.0,,40.0,*〔3〕課税価格が1キログラムにつき、枝肉に係る分岐点価格を超えるもの,,4.3%,(4.3%),,,,,,,,,,,,,,,,関税割当数量以内のもの　(401.65円/kg-課税価格/kg)又は2.2%のうちいずれか高い税率,,1.4%,1.5%,1.5%,,,,1.4%,,KG,FDAN,,,
5765,50.0,,900.0,2 その他のもの,3.9%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.1%,2.1%,,,KG,PDCR,,,
21248,50.0,,900.0,2 その他のもの,3.9%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.4%,2.4%,,,KG,PDCR,,,
3738,51.0,2101.3,0.0,チコリーその他のコーヒー代用物（いつたものに限る。）並びにそのエキス、エッセンス及び濃縮物,8%,,6%,3%,無税,無税,,無税,,無税,,,無税,無税,無税,無税,,,無税,,無税,無税,無税,5.3%,,,無税,,KG,FD,,,
19221,51.0,2101.3,0.0,チコリーその他のコーヒー代用物（いつたものに限る。）並びにそのエキス、エッセンス及び濃縮物,8%,,6%,3%,無税,無税,,無税,,無税,,,無税,無税,無税,無税,,,無税,,無税,無税,無税,5.6%,,,無税,,KG,FD,,,
328,51.0,302.24,0.0,ターボット（プセタ・マクシマ）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.3%,無税,無税,無税,2.9%,2.9%,2.9%,,,KG,IQILJKTKFD,,,
15811,51.0,302.24,0.0,ターボット（プセタ・マクシマ）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.6%,無税,無税,無税,3.2%,3.2%,3.2%,,,KG,IQILJKTKFD,,,
5766,51.0,3206.5,0.0,ルミノホアとして使用する種類の無機物,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.7%,2.7%,,,KG,PDCR,,,
21249,51.0,3206.5,0.0,ルミノホアとして使用する種類の無機物,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%,3%,,,KG,PDCR,,,
25871,51.0,6104.43,0.0,合成繊維製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,10.2%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.2%,,NO,KG,,,,
10388,51.0,6104.43,0.0,合成繊維製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.5%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　9.5%,,NO,KG,,,,
1429,51.0,709.52,0.0,きのこ（やまどりたけ属のもの）,5%,,4.3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.5%,3.5%,3.5%,,,KG,FDPL,,,
16912,51.0,709.52,0.0,きのこ（やまどりたけ属のもの）,5%,,4.3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.9%,3.9%,3.9%,,,KG,FDPL,,,
10157,51.0,,10.0,1 製紙用フェルト（エンドレスのものに限る。）,4.8%,,4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.5%,3.5%,,,KG,,,,
25640,51.0,,10.0,1 製紙用フェルト（エンドレスのものに限る。）,4.8%,,4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.8%,3.8%,,,KG,,,,
17136,51.0,,100.0,(2)毎年10月1日から翌年3月31日までに輸入されるもの,50%,,25%,20%,無税,,無税,関税割当数量以内のもの　無税 その他のもの　20%,,関税割当数量以内のもの　無税 その他のもの　20%,関税割当数量以内のもの　無税 その他のもの　20%,,20%,イナバニコ種、ラカタン種、ラトゥンダン種、モラド種、ピトゴ種、サバ種又はセニョリタ種のバナナである旨がフィリピン政府により証明されているもの　無税 その他のもの　18%,,,,無税,,11.4%,15.9%,15.9%,15.9%,,,,,,KG,FDPL,,,
1653,51.0,,100.0,(2)毎年10月1日から翌年3月31日までに輸入されるもの,50%,,25%,20%,無税,,無税,関税割当数量以内のもの　無税 その他のもの　20%,,関税割当数量以内のもの　無税 その他のもの　20%,関税割当数量以内のもの　無税 その他のもの　20%,,20%,イナバニコ種、ラカタン種、ラトゥンダン種、モラド種、ピトゴ種、サバ種又はセニョリタ種のバナナである旨がフィリピン政府により証明されているもの　無税 その他のもの　18%,,,,無税,,9.1%,13.6%,13.6%,13.6%,,,,,,KG,FDPL,,,
4304,51.0,,119.0,(b)その他のもの,2.6%,,2.2%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.9%,1.9%,,KL,KG,ILPACRPE,,,
19787,51.0,,119.0,(b)その他のもの,2.6%,,2.2%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.1%,2.1%,,KL,KG,ILPACRPE,,,
9312,51.0,,20.0,2 その他のもの,4.8%,,4%,3.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.3%,無税,,,KG,,,,
24795,51.0,,20.0,2 その他のもの,4.8%,,4%,3.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.6%,無税,,,KG,,,,
2612,51.0,,210.0,－ 気密容器入りのもの（野菜を含むものに限る。）,,,21.3%,,,,,,,,,,21.3%,,,21.3%,,,関税割当数量以内のもの　17%,関税割当数量以内のもの　17%,14.6%,14.6%,14.6%,21.3%,,,,,KG,ILJKFDAN,,,
18095,51.0,,210.0,－ 気密容器入りのもの（野菜を含むものに限る。）,,,21.3%,,,,,,,,,,21.3%,,,21.3%,,,関税割当数量以内のもの　17%,関税割当数量以内のもの　17%,15.9%,16%,16%,21.3%,,,,,KG,ILJKFDAN,,,
8034,51.0,,33.0,－－－－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,8.8%,8.8%,,SM,KG,,,,
23517,51.0,,33.0,－－－－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.4%,9.4%,,SM,KG,,,,
4895,51.0,,39.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,無税,,,KG,IQILJKPDCRGA,,,
20378,51.0,,39.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.8%,無税,,,KG,IQILJKPDCRGA,,,
10218,51.0,,90.0,2 その他のもの,6.6%,,5.4%,4.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.4%,無税,,,KG,,,,
25701,51.0,,90.0,2 その他のもの,6.6%,,5.4%,4.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.9%,無税,,,KG,,,,
329,52.0,302.29,0.0,その他のもの,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.3%,無税,無税,無税,2.9%,2.9%,2.9%,,,KG,IQILJKTKFD,,,
15812,52.0,302.29,0.0,その他のもの,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.6%,無税,無税,無税,3.2%,3.2%,3.2%,,,KG,IQILJKTKFD,,,
25872,52.0,6104.44,0.0,再生繊維又は半合成繊維製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,10.2%,10.2%,10.2%,,NO,KG,,,,
10389,52.0,6104.44,0.0,再生繊維又は半合成繊維製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.5%,9.5%,9.5%,,NO,KG,,,,
26484,52.0,6303.12,0.0,合成繊維製のもの,9.1%,,(9.1%)～(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.2% その他のもの　無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.2% その他のもの　8.5%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.6% その他のもの　8.5%,,DZ,KG,,,,
10999,52.0,6303.12,0.0,合成繊維製のもの,9.1%,,(9.1%)～(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税～（9.5%）,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　（9.5%） その他のもの　8%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　（10.2%） その他のもの　8%,,DZ,KG,,,,
1430,52.0,709.53,0.0,きのこ（あんずたけ属のもの）,5%,,4.3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.5%,3.5%,3.5%,,,KG,FDPL,,,
16913,52.0,709.53,0.0,きのこ（あんずたけ属のもの）,5%,,4.3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.9%,3.9%,3.9%,,,KG,FDPL,,,
10642,52.0,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,10.5%,11.2%,,NO,KG,CR,,,
26127,52.0,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,11.6%,12%,,NO,KG,CR,,,
7072,52.0,,110.0,－ 革製のもの,,,14%,,,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,,2.5%,5.1%,7.6%,7.6%,7.6%,12.3%,12.7%,,,DZ,KG,WA,,,
22555,52.0,,110.0,－ 革製のもの,,,14%,,,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,,3.8%,6.4%,8.9%,8.9%,8.9%,13.1%,13.3%,,,DZ,KG,WA,,,
4305,52.0,,120.0,B 政令で定める分留性状の試験方法による減失量加算5％留出温度と減失量加算95％留出温度との温度差が2度以内のもの（低重合度の混合アルキレンを除く。）,5%,,3.9%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%,,,KL,KG,ILPACRPE,,,
19788,52.0,,120.0,B 政令で定める分留性状の試験方法による減失量加算5％留出温度と減失量加算95％留出温度との温度差が2度以内のもの（低重合度の混合アルキレンを除く。）,5%,,3.9%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.7%,,,KL,KG,ILPACRPE,,,
11133,52.0,,21.0,(1)体操用、競技用その他これらに類する用途に供する履物,27%,,(27%),,無税,,,,,,,,27%,,,,,,,,18.5%,14.7%,14.7%,27%,,,,PR,KG,,,,
26618,52.0,,21.0,(1)体操用、競技用その他これらに類する用途に供する履物,27%,,(27%),,無税,,,,,,,,27%,,,,,,,,20.2%,17.2%,17.2%,27%,,,,PR,KG,,,,
3243,52.0,,210.0,(1)マッシュポテト,16%,,13.6%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,4.9%,2.2%,2.3%,2.3%,11.1%,11.1%,11.1%,2.2%,,KG,FD,,,
18726,52.0,,210.0,(1)マッシュポテト,16%,,13.6%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.7%,6.2%,4.5%,4.5%,4.5%,12.4%,12.4%,12.4%,4.5%,,KG,FD,,,
3930,52.0,,228.0,－ 所得税法等の一部を改正する等の法律（平成29年法律第４号）第７条の規定による改正前の酒税法第23条第２項第３号イに規定するもの（糖類、ホップ、水及び旧酒税法施行令で定める物品を原料として発酵させたもの）,,,,,,,,,,,,,,30.80円/l,,,,,,,23.13円/l,23.13円/l,23.13円/l,34.69円/l,34.69円/l,34.69円/l,,,L,FD,,,
19413,52.0,,228.0,－ 所得税法等の一部を改正する等の法律（平成29年法律第４号）第７条の規定による改正前の酒税法第23条第２項第３号イに規定するもの（糖類、ホップ、水及び旧酒税法施行令で定める物品を原料として発酵させたもの）,,,,,,,,,,,,,,30.80円/l,,,,,,,26.98円/l,26.98円/l,26.98円/l,38.55円/l,38.55円/l,38.55円/l,,,L,FD,,,
12876,52.0,,90.0,2 その他のもの,5.2%,,,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,,,,
28361,52.0,,90.0,2 その他のもの,5.2%,,,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.7%,2.7%,,,KG,,,,
15399,52.0,,90.0,2 その他のもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.4%,4.4%,,,NO,WA,,,
30884,52.0,,90.0,2 その他のもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.9%,4.9%,,,NO,WA,,,
3740,53.0,2102.1,0.0,酵母（活性のものに限る。）,14%,,10.5%,10%,無税,,無税,,,,,,10%,無税,,,無税,,無税,3.8%,無税,無税,無税,9.2%,9.2%,,無税,,KG,FD,,,
19223,53.0,2102.1,0.0,酵母（活性のものに限る。）,14%,,10.5%,10%,無税,,無税,,,,,,10%,無税,,,無税,,無税,4.8%,無税,無税,無税,9.8%,9.8%,,無税,,KG,FD,,,
5768,53.0,3207.1,0.0,調製顔料、調製乳白剤、調製絵の具その他これらに類する調製品,3.2%,,(3.2%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.6%,2.6%,,,KG,,,,
21251,53.0,3207.1,0.0,調製顔料、調製乳白剤、調製絵の具その他これらに類する調製品,3.2%,,(3.2%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.9%,2.9%,,,KG,,,,
10390,53.0,6104.49,0.0,その他の紡織用繊維製のもの,8.4%,,(8.4%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.4%,7.4%,,NO,KG,,,,
25873,53.0,6104.49,0.0,その他の紡織用繊維製のもの,8.4%,,(8.4%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.9%,7.9%,,NO,KG,,,,
26485,53.0,6303.19,0.0,その他の紡織用繊維製のもの,9.1%,,(9.1%)～(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.2% その他のもの　8.5%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　10.6% その他のもの　8.8%,,DZ,KG,,,,
11000,53.0,6303.19,0.0,その他の紡織用繊維製のもの,9.1%,,(9.1%)～(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　（9.5%） その他のもの　8%,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　（10.2%） その他のもの　8.5%,,DZ,KG,,,,
12734,53.0,7612.1,0.0,折畳み可能なチューブ状のもの,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,無税,,,KG,FD,,,
28219,53.0,7612.1,0.0,折畳み可能なチューブ状のもの,4.6%,,3%,2.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.7%,無税,,,KG,FD,,,
15400,53.0,9608.5,0.0,第9608.10号から第9608.40号までの二以上の号の物品をセットにしたもの,6%,,5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.1%,無税,,,NO,WA,,,
30885,53.0,9608.5,0.0,第9608.10号から第9608.40号までの二以上の号の物品をセットにしたもの,6%,,5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.5%,無税,,,NO,WA,,,
10220,53.0,,10.0,1 模様編みの組織を有するもの,9.6%,,7.9%,6.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.5%,無税,,,KG,,,,
25703,53.0,,10.0,1 模様編みの組織を有するもの,9.6%,,7.9%,6.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.2%,無税,,,KG,,,,
4897,53.0,,10.0,－ ペンタフルオロエタン（HFC-125）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,IQILJKPDCRGA,,,
20380,53.0,,10.0,－ ペンタフルオロエタン（HFC-125）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.8%,2.8%,,,KG,IQILJKPDCRGA,,,
